,Date,stock,pred1,pred1_req,pred2,pred2_req,pred3,pred3_req,buy_tier,buy_score,buy_score_log,buy_instruction,12pm_price,target_price,peak_after_12,p_inc,target_inc,outcome,true_peak_after_12,true_p_inc,true_outcome
200,2022-07-13,AAPL,0.95,0.62,0.9,0.59,0.35,0.41,2,4.91,0.691,BUY,145.22,145.95,146.4,0.81,0.5,true positive,146.45,0.85,true positive
201,2022-07-13,GOOG,1.0,0.62,1.0,0.59,0.7,0.41,3,6.52,0.814,BUY,2273.2,2284.57,2273.53,0.01,0.5,false positive,2275.18,0.09,false positive
202,2022-07-13,AMZN,1.0,0.62,1.0,0.59,0.6,0.41,3,6.27,0.797,BUY,110.72,111.27,111.61,0.8,0.5,true positive,111.78,0.96,true positive
203,2022-07-13,MSFT,1.0,0.62,1.0,0.59,0.6,0.41,3,6.27,0.797,BUY,250.56,251.81,253.34,1.11,0.5,true positive,253.55,1.19,true positive
204,2022-07-13,NVDA,1.0,0.62,1.0,0.59,0.7,0.41,3,6.52,0.814,BUY,151.63,152.39,153.28,1.09,0.5,true positive,153.45,1.2,true positive
205,2022-07-13,META,0.95,0.62,0.85,0.59,0.35,0.41,2,4.83,0.684,BUY,163.77,164.59,164.87,0.67,0.5,true positive,164.98,0.74,true positive
206,2022-07-14,AAPL,1.0,0.6,1.0,0.57,1.0,0.51,3,6.88,0.838,BUY,147.15,147.89,148.86,1.16,0.5,true positive,148.95,1.22,true positive
207,2022-07-14,GOOG,0.95,0.6,0.9,0.57,0.75,0.51,3,6.13,0.787,BUY,2227.37,2238.51,2238.72,0.51,0.5,true positive,2239.75,0.56,true positive
208,2022-07-14,AMZN,1.0,0.6,1.0,0.57,0.95,0.51,3,6.78,0.831,BUY,109.4,109.95,110.67,1.16,0.5,true positive,110.88,1.35,true positive
209,2022-07-14,MSFT,0.9,0.6,0.9,0.57,0.75,0.51,3,6.05,0.782,BUY,251.55,252.81,254.98,1.36,0.5,true positive,255.14,1.43,true positive
210,2022-07-14,NVDA,0.8,0.6,0.7,0.57,0.5,0.51,2,4.54,0.657,BUY,150.84,151.59,154.55,2.46,0.5,true positive,154.73,2.58,true positive
211,2022-07-14,META,1.0,0.6,1.0,0.57,0.95,0.51,3,6.78,0.831,BUY,158.62,159.41,159.02,0.25,0.5,false positive,159.11,0.31,false positive
212,2022-07-15,AAPL,0.0,0.63,0.0,0.58,0.0,0.41,0,0.0,-inf,NO BUY,148.79,149.53,150.25,0.98,0.5,false negative,150.25,0.98,false negative
213,2022-07-15,GOOG,1.0,0.63,0.75,0.58,0.25,0.41,2,4.49,0.652,BUY,2257.8,2269.09,2260.0,0.1,0.5,false positive,2260.03,0.1,false positive
214,2022-07-15,AMZN,0.95,0.63,0.8,0.58,0.4,0.41,2,4.86,0.687,BUY,114.51,115.08,115.49,0.86,0.5,true positive,115.59,0.94,true positive
215,2022-07-15,MSFT,0.55,0.63,0.3,0.58,0.05,0.41,0,1.51,0.179,NO BUY,257.22,258.51,257.24,0.01,0.5,true negative,257.38,0.06,true negative
216,2022-07-15,NVDA,0.65,0.63,0.55,0.58,0.25,0.41,1,3.09,0.49,NO BUY,155.65,156.43,157.63,1.27,0.5,false negative,157.82,1.39,false negative
217,2022-07-15,META,1.0,0.63,0.95,0.58,0.5,0.41,3,5.94,0.774,BUY,163.6,164.42,164.88,0.78,0.5,true positive,164.98,0.84,true positive
218,2022-07-18,AAPL,0.9,0.61,0.65,0.57,0.2,0.36,2,4.17,0.62,BUY,151.41,152.17,151.24,-0.11,0.5,false positive,151.41,0.0,false positive
219,2022-07-18,GOOG,1.0,0.61,0.75,0.57,0.2,0.36,2,4.51,0.654,BUY,112.9,113.46,112.92,0.02,0.5,false positive,113.12,0.19,false positive
220,2022-07-18,AMZN,1.0,0.61,0.95,0.57,0.4,0.36,3,5.92,0.772,BUY,116.89,117.47,117.11,0.19,0.5,false positive,117.24,0.3,false positive
221,2022-07-18,MSFT,0.95,0.61,0.6,0.57,0.1,0.36,2,3.89,0.59,BUY,258.81,260.1,259.04,0.09,0.5,false positive,259.3,0.19,false positive
222,2022-07-18,NVDA,1.0,0.61,1.0,0.57,0.65,0.36,3,6.7,0.826,BUY,168.2,169.04,168.68,0.29,0.5,false positive,168.97,0.46,false positive
223,2022-07-18,META,1.0,0.61,1.0,0.57,0.75,0.36,3,6.98,0.844,BUY,170.64,171.49,171.51,0.51,0.5,true positive,171.68,0.61,true positive
224,2022-07-19,AAPL,0.95,0.64,0.7,0.57,0.0,0.31,2,3.71,0.569,BUY,149.8,150.55,151.0,0.8,0.5,true positive,151.23,0.95,true positive
225,2022-07-19,GOOG,1.0,0.64,0.95,0.57,0.5,0.31,3,6.34,0.802,BUY,113.34,113.91,114.62,1.13,0.5,true positive,114.81,1.3,true positive
226,2022-07-19,AMZN,1.0,0.64,0.95,0.57,0.5,0.31,3,6.34,0.802,BUY,116.6,117.18,118.71,1.81,0.5,true positive,118.95,2.02,true positive
227,2022-07-19,MSFT,0.65,0.64,0.25,0.57,0.0,0.31,1,1.95,0.29,NO BUY,257.52,258.81,259.53,0.78,0.5,false negative,259.72,0.85,false negative
228,2022-07-19,NVDA,1.0,0.64,0.95,0.57,0.5,0.31,3,6.34,0.802,BUY,166.92,167.75,170.96,2.42,0.5,true positive,171.1,2.5,true positive
229,2022-07-19,META,1.0,0.64,0.95,0.57,0.45,0.31,3,6.18,0.791,BUY,174.69,175.56,176.41,0.98,0.5,true positive,176.49,1.03,true positive
230,2022-07-20,AAPL,1.0,0.67,1.0,0.58,0.25,0.28,2,5.11,0.708,BUY,153.18,153.95,153.62,0.29,0.5,false positive,153.72,0.35,false positive
231,2022-07-20,GOOG,1.0,0.67,0.95,0.58,0.1,0.28,2,4.49,0.652,BUY,115.97,116.55,116.2,0.2,0.5,false positive,116.27,0.26,false positive
232,2022-07-20,AMZN,1.0,0.67,1.0,0.58,0.8,0.28,3,7.57,0.879,BUY,122.76,123.37,123.38,0.51,0.5,true positive,123.47,0.58,true positive
233,2022-07-20,MSFT,1.0,0.67,1.0,0.58,0.25,0.28,2,5.11,0.708,BUY,263.77,265.09,264.78,0.38,0.5,false positive,264.87,0.42,false positive
234,2022-07-20,NVDA,1.0,0.67,1.0,0.58,0.9,0.28,3,7.93,0.899,BUY,177.6,178.49,179.21,0.91,0.5,true positive,179.32,0.97,true positive
235,2022-07-20,META,1.0,0.67,0.9,0.58,0.25,0.28,2,4.94,0.694,BUY,181.74,182.65,183.39,0.91,0.5,true positive,183.6,1.02,true positive
236,2022-07-21,AAPL,0.85,0.63,0.7,0.59,0.0,0.3,2,3.54,0.549,BUY,153.97,154.74,155.56,1.03,0.5,true positive,155.57,1.04,true positive
237,2022-07-21,GOOG,1.0,0.63,1.0,0.59,0.5,0.3,3,6.45,0.81,BUY,113.79,114.36,115.17,1.21,0.5,true positive,115.21,1.25,true positive
238,2022-07-21,AMZN,0.85,0.63,0.6,0.59,0.1,0.3,2,3.7,0.568,BUY,122.85,123.46,124.82,1.6,0.5,true positive,124.85,1.63,true positive
239,2022-07-21,MSFT,0.65,0.63,0.35,0.59,0.0,0.3,1,2.12,0.326,NO BUY,261.36,262.67,264.87,1.34,0.5,false negative,264.89,1.35,false negative
240,2022-07-21,NVDA,0.75,0.63,0.55,0.59,0.0,0.3,1,2.62,0.418,NO BUY,179.7,180.6,181.08,0.77,0.5,false negative,181.44,0.97,false negative
241,2022-07-21,META,0.8,0.63,0.6,0.59,0.1,0.3,2,3.62,0.559,BUY,182.87,183.78,183.81,0.51,0.5,true positive,183.85,0.54,true positive
242,2022-07-22,AAPL,0.3,0.64,0.15,0.56,0.0,0.3,0,0.74,-0.131,NO BUY,154.61,155.38,154.79,0.12,0.5,true negative,154.92,0.2,true negative
243,2022-07-22,GOOG,1.0,0.64,1.0,0.56,0.6,0.3,3,6.85,0.836,BUY,108.95,109.49,109.04,0.08,0.5,false positive,109.12,0.16,false positive
244,2022-07-22,AMZN,0.8,0.64,0.55,0.56,0.05,0.3,1,2.9,0.462,NO BUY,122.64,123.25,122.55,-0.07,0.5,true negative,122.81,0.14,true negative
245,2022-07-22,MSFT,0.35,0.64,0.15,0.56,0.0,0.3,0,0.81,-0.092,NO BUY,260.81,262.11,260.86,0.02,0.5,true negative,261.13,0.12,true negative
246,2022-07-22,NVDA,1.0,0.64,1.0,0.56,0.7,0.3,3,7.18,0.856,BUY,173.72,174.59,173.9,0.1,0.5,false positive,174.23,0.29,false positive
247,2022-07-22,META,1.0,0.64,0.85,0.56,0.4,0.3,3,5.91,0.772,BUY,169.92,170.77,169.84,-0.05,0.5,false positive,170.14,0.13,false positive
248,2022-07-25,AAPL,0.55,0.62,0.25,0.56,0.05,0.36,0,1.47,0.167,NO BUY,153.65,154.42,153.99,0.22,0.5,true negative,154.08,0.28,true negative
249,2022-07-25,GOOG,0.3,0.62,0.05,0.56,0.0,0.36,0,0.57,-0.244,NO BUY,107.94,108.48,108.8,0.8,0.5,false negative,108.8,0.8,false negative
250,2022-07-25,AMZN,0.0,0.62,0.0,0.56,0.0,0.36,0,0.0,-inf,NO BUY,121.49,122.1,121.96,0.39,0.5,true negative,122.0,0.42,true negative
251,2022-07-25,MSFT,1.0,0.62,1.0,0.56,0.55,0.36,3,6.43,0.808,BUY,259.19,260.49,259.58,0.15,0.5,false positive,259.69,0.19,false positive
252,2022-07-25,NVDA,0.8,0.62,0.7,0.56,0.25,0.36,2,4.23,0.626,BUY,168.61,169.45,170.3,1.0,0.5,true positive,170.39,1.06,true positive
253,2022-07-25,META,0.3,0.62,0.15,0.56,0.05,0.36,0,0.89,-0.051,NO BUY,166.62,167.45,167.17,0.33,0.5,true negative,167.24,0.37,true negative
254,2022-07-26,AAPL,0.0,0.59,0.0,0.55,0.0,0.26,0,0.0,-inf,NO BUY,151.0,151.76,152.25,0.83,0.5,false negative,152.49,0.99,false negative
255,2022-07-26,GOOG,0.6,0.59,0.45,0.55,0.05,0.26,1,2.53,0.403,NO BUY,105.79,106.32,105.84,0.05,0.5,true negative,105.89,0.09,true negative
256,2022-07-26,AMZN,0.3,0.59,0.1,0.55,0.0,0.26,0,0.69,-0.161,NO BUY,115.86,116.44,115.96,0.09,0.5,true negative,116.09,0.2,true negative
257,2022-07-26,MSFT,0.9,0.59,0.85,0.55,0.2,0.26,2,4.84,0.685,BUY,251.02,252.28,252.03,0.4,0.5,false positive,252.34,0.53,true positive
258,2022-07-26,NVDA,0.3,0.59,0.1,0.55,0.05,0.26,0,0.88,-0.056,NO BUY,165.18,166.01,166.75,0.95,0.5,false negative,166.99,1.1,false negative
259,2022-07-26,META,0.55,0.59,0.35,0.55,0.05,0.26,0,1.76,0.246,NO BUY,161.23,162.04,161.8,0.35,0.5,true negative,161.91,0.42,true negative
260,2022-07-27,AAPL,0.2,0.6,0.15,0.52,0.0,0.27,0,0.62,-0.208,NO BUY,154.16,154.93,157.29,2.03,0.5,false negative,157.33,2.06,false negative
261,2022-07-27,GOOG,1.0,0.6,0.95,0.52,0.6,0.27,3,7.22,0.859,BUY,112.71,113.27,114.39,1.49,0.5,true positive,114.4,1.5,true positive
262,2022-07-27,AMZN,1.0,0.6,0.8,0.52,0.4,0.27,3,6.19,0.792,BUY,119.82,120.42,121.86,1.7,0.5,true positive,121.9,1.74,true positive
263,2022-07-27,MSFT,0.3,0.6,0.15,0.52,0.0,0.27,0,0.79,-0.102,NO BUY,264.34,265.66,269.43,1.93,0.5,false negative,270.05,2.16,false negative
264,2022-07-27,NVDA,0.9,0.6,0.55,0.52,0.0,0.27,2,3.56,0.551,BUY,173.26,174.13,179.29,3.48,0.5,true positive,179.36,3.52,true positive
265,2022-07-27,META,1.0,0.6,1.0,0.52,0.65,0.27,3,7.5,0.875,BUY,167.54,168.38,170.81,1.95,0.5,true positive,170.87,1.99,true positive
266,2022-07-28,AAPL,0.95,0.59,0.8,0.53,0.25,0.3,2,4.95,0.695,BUY,156.9,157.68,157.51,0.39,0.5,false positive,157.64,0.47,false positive
267,2022-07-28,GOOG,0.6,0.59,0.55,0.53,0.05,0.3,2,3.22,0.508,BUY,113.75,114.32,114.59,0.74,0.5,true positive,114.7,0.84,true positive
268,2022-07-28,AMZN,0.95,0.59,0.9,0.53,0.5,0.3,3,6.47,0.811,BUY,120.99,121.59,122.6,1.33,0.5,true positive,122.84,1.53,true positive
269,2022-07-28,MSFT,0.95,0.59,0.85,0.53,0.25,0.3,2,5.05,0.703,BUY,274.16,275.53,277.52,1.23,0.5,true positive,277.84,1.34,true positive
270,2022-07-28,NVDA,0.9,0.59,0.85,0.53,0.35,0.3,3,5.8,0.763,BUY,178.86,179.75,180.79,1.08,0.5,true positive,180.84,1.11,true positive
271,2022-07-28,META,1.0,0.59,1.0,0.53,0.8,0.3,3,7.75,0.889,BUY,160.69,161.49,160.73,0.02,0.5,false positive,161.08,0.24,false positive
272,2022-07-29,AAPL,0.4,0.6,0.4,0.57,0.05,0.22,0,1.6,0.204,NO BUY,162.14,162.95,163.07,0.57,0.5,false negative,163.18,0.64,false negative
273,2022-07-29,GOOG,0.85,0.6,0.75,0.57,0.05,0.22,2,3.96,0.598,BUY,114.91,115.48,116.78,1.63,0.5,true positive,116.9,1.73,true positive
274,2022-07-29,AMZN,0.35,0.6,0.4,0.57,0.05,0.22,0,1.51,0.179,NO BUY,136.47,137.15,137.12,0.48,0.5,true negative,137.2,0.53,false negative
275,2022-07-29,MSFT,0.75,0.6,0.65,0.57,0.05,0.22,2,3.62,0.559,BUY,279.33,280.73,281.66,0.83,0.5,true positive,282.0,0.96,true positive
276,2022-07-29,NVDA,0.2,0.6,0.15,0.57,0.0,0.22,0,0.6,-0.222,NO BUY,178.68,179.57,182.28,2.01,0.5,false negative,182.44,2.1,false negative
277,2022-07-29,META,0.75,0.6,0.85,0.57,0.05,0.22,2,3.97,0.599,BUY,155.55,156.33,160.06,2.9,0.5,true positive,160.14,2.95,true positive
278,2022-08-01,AAPL,0.2,0.61,0.1,0.55,0.0,0.21,0,0.51,-0.292,NO BUY,163.19,164.01,162.88,-0.19,0.5,true negative,163.24,0.03,true negative
279,2022-08-01,GOOG,0.3,0.61,0.2,0.55,0.0,0.21,0,0.86,-0.066,NO BUY,116.63,117.21,116.47,-0.14,0.5,true negative,116.7,0.06,true negative
280,2022-08-01,AMZN,0.85,0.61,0.8,0.55,0.15,0.21,2,4.56,0.659,BUY,138.35,139.04,138.14,-0.15,0.5,false positive,138.48,0.09,false positive
281,2022-08-01,MSFT,0.45,0.61,0.35,0.55,0.0,0.21,0,1.37,0.137,NO BUY,280.35,281.75,279.94,-0.15,0.5,true negative,280.48,0.05,true negative
282,2022-08-01,NVDA,1.0,0.61,0.95,0.55,0.25,0.21,3,6.06,0.782,BUY,186.4,187.33,186.21,-0.1,0.5,false positive,186.67,0.14,false positive
283,2022-08-01,META,1.0,0.61,1.0,0.55,1.0,0.21,3,9.72,0.988,BUY,164.7,165.52,163.77,-0.56,0.5,false positive,164.79,0.05,false positive
284,2022-08-02,AAPL,1.0,0.57,0.85,0.52,0.35,0.29,3,6.1,0.785,BUY,161.17,161.98,162.33,0.72,0.5,true positive,162.41,0.77,true positive
285,2022-08-02,GOOG,0.95,0.57,0.75,0.52,0.15,0.29,2,4.63,0.666,BUY,116.0,116.58,117.05,0.91,0.5,true positive,117.08,0.93,true positive
286,2022-08-02,AMZN,0.95,0.57,0.85,0.52,0.35,0.29,3,6.01,0.779,BUY,136.39,137.07,137.3,0.67,0.5,true positive,137.44,0.77,true positive
287,2022-08-02,MSFT,1.0,0.57,0.85,0.52,0.15,0.29,2,4.91,0.691,BUY,274.84,276.21,277.73,1.05,0.5,true positive,277.89,1.11,true positive
288,2022-08-02,NVDA,0.95,0.57,0.85,0.52,0.25,0.29,2,5.16,0.713,BUY,185.43,186.36,189.12,1.99,0.5,true positive,189.38,2.13,true positive
289,2022-08-02,META,1.0,0.57,0.85,0.52,0.1,0.29,2,4.73,0.675,BUY,160.72,161.52,162.22,0.93,0.5,true positive,162.24,0.95,true positive
290,2022-08-03,AAPL,1.0,0.58,1.0,0.57,0.6,0.37,3,6.6,0.82,BUY,165.08,165.91,166.47,0.84,0.5,true positive,166.59,0.91,true positive
291,2022-08-03,GOOG,1.0,0.58,1.0,0.57,0.45,0.37,3,6.19,0.792,BUY,119.14,119.74,119.22,0.07,0.5,false positive,119.33,0.16,false positive
292,2022-08-03,AMZN,1.0,0.58,1.0,0.57,0.6,0.37,3,6.6,0.82,BUY,139.47,140.17,140.37,0.65,0.5,true positive,140.49,0.73,true positive
293,2022-08-03,MSFT,1.0,0.58,1.0,0.57,0.55,0.37,3,6.47,0.811,BUY,281.28,282.69,283.26,0.7,0.5,true positive,283.5,0.79,true positive
294,2022-08-03,NVDA,1.0,0.58,1.0,0.57,0.6,0.37,3,6.6,0.82,BUY,185.85,186.78,189.48,1.95,0.5,true positive,189.68,2.06,true positive
295,2022-08-03,META,1.0,0.58,1.0,0.57,0.8,0.37,3,7.14,0.854,BUY,168.58,169.42,169.29,0.42,0.5,false positive,169.54,0.57,true positive
296,2022-08-05,AAPL,0.9,0.54,0.85,0.53,0.7,0.41,3,6.48,0.812,BUY,164.18,165.0,165.35,0.71,0.5,true positive,165.45,0.77,true positive
297,2022-08-05,GOOG,1.0,0.54,1.0,0.53,0.8,0.41,3,7.19,0.857,BUY,117.5,118.09,118.55,0.89,0.5,true positive,118.7,1.02,true positive
298,2022-08-05,AMZN,1.0,0.54,1.0,0.53,0.85,0.41,3,7.31,0.864,BUY,140.31,141.01,141.55,0.88,0.5,true positive,141.61,0.93,true positive
299,2022-08-05,MSFT,0.95,0.54,0.95,0.53,0.75,0.41,3,6.88,0.838,BUY,280.17,281.57,282.91,0.98,0.5,true positive,283.2,1.08,true positive
300,2022-08-05,NVDA,0.95,0.54,0.95,0.53,0.85,0.41,3,7.12,0.852,BUY,187.65,188.59,190.6,1.57,0.5,true positive,190.8,1.68,true positive
301,2022-08-05,META,1.0,0.54,1.0,0.53,0.8,0.41,3,7.19,0.857,BUY,166.68,167.51,167.55,0.52,0.5,true positive,167.79,0.67,true positive
